time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2024-02-17 17:57:02.305 UTC, , , , , , , , , ,125,17216701,14070848, , ,913, ,17736, , , , , , , , , ,913,16, , , ,156,1,4, ,616, , , , , , , , , , , ,17720, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,36,47,2092908688,-1, , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , ,300, ,440, ,612,13554,3684, , , , , , , , , , 
2024-02-17 17:58:02.306 UTC, , , , , , , , , ,125,17260005,14114152, , ,917, ,18084, , , , , , , , , ,917,16, , , ,153,1,4, ,412, , , , , , , , , , , ,18074, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,34,43,1797345072,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,534, ,408,13976,3533, , , , , , , , , , 
2024-02-17 17:59:02.307 UTC, , , , , , , , , ,125,17302373,14156520, , ,920, ,21595, , , , , , , , , ,920,16, , , ,149,1,4, ,515, , , , , , , , , , , ,21582, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,38,48,1953926584,-1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,250, ,612, ,510,17135,3797, , , , , , , , , , 
2024-02-17 18:00:02.307 UTC, , , , , , , , , ,125,17375053,14229200, , ,923, ,18287, , , , , , , , , ,923,16, , , ,148,1,4, ,103, , , , , , , , , , , ,18284, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,50,67,2020316832,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,50, ,477, ,102,14121,3675, , , , , , , , , , 
2024-02-17 18:01:02.308 UTC, , , , , , , , , ,125,17380301,14234448, , ,923, ,9384, , , , , , , , , ,923,16, , , ,147,1,4, ,103, , , , , , , , , , , ,9381, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,33,41,1831072504,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,50, ,134, ,102,7281,1959, , , , , , , , , , 
2024-02-17 18:02:02.308 UTC, , , , , , , , , ,125,17391253,14245400, , ,927, ,15433, , , , , , , , , ,927,16, , , ,144,1,4, ,513, , , , , , , , , , , ,15424, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,32,42,2200890728,-1, , , , , , , , , , ,1, ,3, , , , , , , , , , , , , , , , , , , , , , ,250, ,422, ,510,12197,2773, , , , , , , , , , 
2024-02-17 18:03:02.308 UTC, , , , , , , , , ,125,17387717,14241864, , ,930, ,15795, , , , , , , , , ,930,16, , , ,139,1,4, ,823, , , , , , , , , , , ,15772, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,32,39,2080367896,-1, , , , , , , , , , ,3, ,5, , , , , , , , , , , , , , , , , , , , , , ,400, ,534, ,816,12117,3064, , , , , , , , , , 
2024-02-17 18:04:02.308 UTC, , , , , , , , , ,125,17389813,14243960, , ,928, ,8550, , , , , , , , , ,928,16, , , ,137,1,4, ,104, , , , , , , , , , , ,8548, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,21,24,2089055168,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,50, ,171, ,102,6741,1628, , , , , , , , , , 
2024-02-17 18:05:02.309 UTC, , , , , , , , , ,125,17413021,14267168, , ,928, ,15006, , , , , , , , , ,928,16, , , ,136,1,4, ,103, , , , , , , , , , , ,15003, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,31,35,2040809792,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,50, ,244, ,102,12179,2572, , , , , , , , , , 
2024-02-17 18:06:02.309 UTC, , , , , , , , , ,125,17447309,14301456, , ,929, ,19457, , , , , , , , , ,929,16, , , ,133,1,4, ,309, , , , , , , , , , , ,19448, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,28,33,1941979216,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,150, ,416, ,306,15737,3270, , , , , , , , , , 
2024-02-17 18:07:02.309 UTC, , , , , , , , , ,125,17454093,14308240, , ,928, ,19529, , , , , , , , , ,928,16, , , ,129,1,4, ,617, , , , , , , , , , , ,19516, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,35,40,1782728008,-1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,300, ,477, ,612,15342,3661, , , , , , , , , , 
2024-02-17 18:08:02.309 UTC, , , , , , , , , ,125,17431437,14285584, , ,925, ,11870, , , , , , , , , ,925,16, , , ,126,1,4, ,411, , , , , , , , , , , ,11859, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,20,23,2122681784,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,220, ,408,9398,2216, , , , , , , , , , 
2024-02-17 18:09:02.309 UTC, , , , , , , , , ,125,17478301,14332448, , ,930, ,14443, , , , , , , , , ,930,16, , , ,124,1,4, ,308, , , , , , , , , , , ,14435, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,29,33,1947567808,-1, , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , , ,150, ,423, ,306,11068,2919, , , , , , , , , , 
2024-02-17 18:10:02.310 UTC, , , , , , , , , ,125,17493469,14347616, , ,931, ,11784, , , , , , , , , ,931,16, , , ,122,1,4, ,104, , , , , , , , , , , ,11780, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,24,27,2053191280,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,50, ,153, ,102,9410,2205, , , , , , , , , , 
2024-02-17 18:11:02.310 UTC, , , , , , , , , ,125,17494253,14348400, , ,928, ,11079, , , , , , , , , ,928,16, , , ,119,1,4, ,411, , , , , , , , , , , ,11068, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,24,28,1893875896,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,387, ,408,8143,2513, , , , , , , , , , 
2024-02-17 18:12:02.311 UTC, , , , , , , , , ,125,17471101,14325248, , ,928, ,12312, , , , , , , , , ,928,16, , , ,115,1,4, ,514, , , , , , , , , , , ,12298, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,21,24,2110050832,-1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,250, ,230, ,510,9851,2181, , , , , , , , , , 
2024-02-17 18:13:02.311 UTC, , , , , , , , , ,125,17481861,14336008, , ,931, ,12214, , , , , , , , , ,931,16, , , ,112,1,4, ,411, , , , , , , , , , , ,12203, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,21,23,1930641808,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,291, ,408,9716,2165, , , , , , , , , , 
2024-02-17 18:14:02.311 UTC, , , , , , , , , ,125,17526285,14380432, , ,933, ,16372, , , , , , , , , ,933,16, , , ,112,1,4, ,103, , , , , , , , , , , ,16371, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,40,46,1940162784,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50, ,349, ,102,12892,3125, , , , , , , , , , 
2024-02-17 18:15:02.312 UTC, , , , , , , , , ,125,17522125,14376272, , ,931, ,10845, , , , , , , , , ,931,16, , , ,109,1,4, ,411, , , , , , , , , , , ,10834, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,28,33,2187230704,-1, , , , , , , , , , ,2, ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,284, ,408,8521,2003, , , , , , , , , , 
2024-02-17 18:16:02.312 UTC, , , , , , , , , ,125,17530653,14384800, , ,931, ,8556, , , , , , , , , ,931,16, , , ,108,1,4, ,206, , , , , , , , , , , ,8552, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,32,36,2147585440,-1, , , , , , , , , , ,2, ,1, , , , , , , , , , , , , , , , , , , , , , ,100, ,227, ,204,6657,1657, , , , , , , , , , 
2024-02-17 18:17:02.313 UTC, , , , , , , , , ,125,17453389,14307536, , ,926, ,7660, , , , , , , , , ,926,15, , , ,100,1,4, ,821, , , , , , , , , , , ,7641, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,14,16,1938624112,-1, , , , , , , , , , ,1, ,7, , , , , , , , , , , , , , , , , , , , , , ,400, ,153, ,816,6029,1398, , , , , , , , , , 
2024-02-17 18:18:02.313 UTC, , , , , , , , , ,125,17479973,14334120, , ,927, ,17067, , , , , , , , , ,927,15, , , ,98,1,4, ,207, , , , , , , , , , , ,17060, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,28,32,1966002896,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,100, ,338, ,204,13883,2821, , , , , , , , , , 
2024-02-17 18:19:02.314 UTC, , , , , , , , , ,125,17528861,14383008, , ,929, ,17869, , , , , , , , , ,929,15, , , ,97,1,4, ,103, , , , , , , , , , , ,17866, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,30,35,2114172320,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,50, ,328, ,102,14563,2965, , , , , , , , , , 
2024-02-17 18:20:02.314 UTC, , , , , , , , , ,125,17509925,14364072, , ,927, ,11811, , , , , , , , , ,927,15, , , ,94,1,4, ,412, , , , , , , , , , , ,11801, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,22,25,1903956824,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,204, ,408,9665,1908, , , , , , , , , , 
2024-02-17 18:21:02.314 UTC, , , , , , , , , ,125,17501381,14355528, , ,926, ,18121, , , , , , , , , ,926,15, , , ,91,1,4, ,514, , , , , , , , , , , ,18109, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,31,35,1993415536,-1, , , , , , , , , , ,2, ,3, , , , , , , , , , , , , , , , , , , , , , ,250, ,241, ,510,14814,3024, , , , , , , , , , 
2024-02-17 18:22:02.315 UTC, , , , , , , , , ,125,17541221,14395368, , ,929, ,20639, , , , , , , , , ,929,16, , , ,88,1,4, ,412, , , , , , , , , , , ,20629, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,49,62,2246671568,-1, , , , , , , , , , ,2, ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,556, ,408,16469,3574, , , , , , , , , , 
2024-02-17 18:23:02.315 UTC, , , , , , , , , ,125,17617829,14471976, , ,930, ,14681, , , , , , , , , ,930,16, , , ,86,1,4, ,104, , , , , , , , , , , ,14677, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,31,35,1937455944,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,50, ,624, ,102,10897,3143, , , , , , , , , , 
2024-02-17 18:24:02.317 UTC, , , , , , , , , ,125,17589485,14443632, , ,931, ,8891, , , , , , , , , ,931,16, , , ,84,1,4, ,513, , , , , , , , , , , ,8878, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,16,19,2252862592,-1, , , , , , , , , , ,3, ,2, , , , , , , , , , , , , , , , , , , , , , ,250, ,151, ,510,7250,1447, , , , , , , , , , 
2024-02-17 18:25:02.317 UTC, , , , , , , , , ,125,17598565,14452712, , ,930, ,10738, , , , , , , , , ,930,16, , , ,81,1,4, ,309, , , , , , , , , , , ,10731, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,21,24,2161306752,-1, , , , , , , , , , ,2, ,3, , , , , , , , , , , , , , , , , , , , , , ,150, ,308, ,306,8522,1880, , , , , , , , , , 
2024-02-17 18:26:02.317 UTC, , , , , , , , , ,125,17577245,14431392, , ,928, ,20907, , , , , , , , , ,928,16, , , ,76,1,4, ,514, , , , , , , , , , , ,20893, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,33,39,1877398432,-1, , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , ,250, ,305, ,510,17511,3040, , , , , , , , , , 
2024-02-17 18:27:02.317 UTC, , , , , , , , , ,125,17599749,14453896, , ,929, ,11337, , , , , , , , , ,929,16, , , ,75,1,4, ,103, , , , , , , , , , , ,11334, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,16,20,1852837648,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,50, ,235, ,102,9064,2026, , , , , , , , , , 
2024-02-17 18:28:02.318 UTC, , , , , , , , , ,125,17667629,14521776, , ,934, ,15373, , , , , , , , , ,934,16, , , ,72,1,4, ,412, , , , , , , , , , , ,15363, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,49,61,1951620632,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,651, ,408,11059,3621, , , , , , , , , , 
2024-02-17 18:29:02.319 UTC, , , , , , , , , ,125,17731933,14586080, , ,940, ,21269, , , , , , , , , ,940,16, , , ,71,1,4, ,205, , , , , , , , , , , ,21266, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,49,72,2238590688,-1, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,100, ,504, ,204,17114,3633, , , , , , , , , , 
2024-02-17 18:30:02.320 UTC, , , , , , , , , ,125,17687149,14541296, , ,938, ,18044, , , , , , , , , ,938,16, , , ,65,1,4, ,823, , , , , , , , , , , ,18023, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,31,37,2208753392,-1, , , , , , , , , , ,1, ,6, , , , , , , , , , , , , , , , , , , , , , ,400, ,370, ,816,14619,2981, , , , , , , , , , 
2024-02-17 18:31:02.320 UTC, , , , , , , , , ,125,17696693,14550840, , ,937, ,8478, , , , , , , , , ,937,16, , , ,63,1,4, ,207, , , , , , , , , , , ,8471, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,11,14,2220791120,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,100, ,217, ,204,6648,1590, , , , , , , , , , 
2024-02-17 18:32:02.320 UTC, , , , , , , , , ,125,17745685,14599832, , ,942, ,11087, , , , , , , , , ,942,16, , , ,62,1,4, ,103, , , , , , , , , , , ,11084, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,16,22,2191611416,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,50, ,376, ,102,8464,2231, , , , , , , , , , 
