time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2024-02-17 17:21:02.270 UTC, , , , , , , , , ,125,14631757,11485904, , ,752, ,19918, , , , , , , , , ,752,15, , , ,254,1,4, ,308, , , , , , , , , , , ,19912, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,33,112,1361161576,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,150, ,1367, ,306,8585,9921, , , , , , , , , , 
2024-02-17 17:22:02.271 UTC, , , , , , , , , ,125,14770677,11624824, , ,763, ,21246, , , , , , , , , ,763,15, , , ,252,1,4, ,410, , , , , , , , , , , ,21238, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,16,52,1536023456,-1, , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , , ,200, ,1171, ,408,10744,9290, , , , , , , , , , 
2024-02-17 17:23:02.276 UTC, , , , , , , , , ,125,14903133,11757280, , ,773, ,19147, , , , , , , , , ,773,15, , , ,249,1,4, ,207, , , , , , , , , , , ,19140, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,18,51,1180627808,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,100, ,876, ,204,8784,9450, , , , , , , , , , 
2024-02-17 17:24:02.277 UTC, , , , , , , , , ,125,14988917,11843064, , ,785, ,17937, , , , , , , , , ,785,15, , , ,246,1,4, ,514, , , , , , , , , , , ,17925, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,17,48,1944691456,-1, , , , , , , , , , ,2, ,3, , , , , , , , , , , , , , , , , , , , , , ,250, ,744, ,510,8142,8997, , , , , , , , , , 
2024-02-17 17:25:02.278 UTC, , , , , , , , , ,125,15099093,11953240, , ,789, ,21029, , , , , , , , , ,789,15, , , ,244,1,4, ,411, , , , , , , , , , , ,21018, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,20,61,1714801744,-1, , , , , , , , , , ,3, ,2, , , , , , , , , , , , , , , , , , , , , , ,200, ,939, ,408,9877,10173, , , , , , , , , , 
2024-02-17 17:26:02.280 UTC, , , , , , , , , ,125,15170261,12024408, , ,791, ,17597, , , , , , , , , ,791,15, , , ,241,1,4, ,207, , , , , , , , , , , ,17592, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,17,49,2136544288,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,100, ,630, ,204,8258,8684, , , , , , , , , , 
2024-02-17 17:27:02.281 UTC, , , , , , , , , ,125,15262445,12116592, , ,793, ,23843, , , , , , , , , ,793,15, , , ,239,1,4, ,309, , , , , , , , , , , ,23836, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,33,102,1226923360,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,150, ,740, ,306,11752,11323, , , , , , , , , , 
2024-02-17 17:28:02.283 UTC, , , , , , , , , ,125,15381981,12236128, , ,800, ,23119, , , , , , , , , ,800,15, , , ,236,1,4, ,308, , , , , , , , , , , ,23109, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,36,101,1308495032,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,150, ,974, ,306,11322,10781, , , , , , , , , , 
2024-02-17 17:29:02.284 UTC, , , , , , , , , ,125,15380397,12234544, , ,796, ,18049, , , , , , , , , ,796,15, , , ,232,1,4, ,515, , , , , , , , , , , ,18036, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,40,102,1934713688,-1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,250, ,318, ,510,8612,9075, , , , , , , , , , 
2024-02-17 17:30:02.286 UTC, , , , , , , , , ,125,15438981,12293128, , ,801, ,14915, , , , , , , , , ,801,14, , , ,229,1,4, ,308, , , , , , , , , , , ,14915, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,52,113,1807504416,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,150, ,486, ,306,6154,8248, , , , , , , , , , 
2024-02-17 17:31:02.287 UTC, , , , , , , , , ,125,15462685,12316832, , ,799, ,12621, , , , , , , , , ,799,14, , , ,227,1,4, ,308, , , , , , , , , , , ,12615, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,38,82,1879426112,-1, , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , ,150, ,331, ,306,5334,6934, , , , , , , , , , 
2024-02-17 17:32:02.288 UTC, , , , , , , , , ,125,15517173,12371320, , ,803, ,15916, , , , , , , , , ,803,14, , , ,226,1,4, ,104, , , , , , , , , , , ,15912, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,42,86,1376503840,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,50, ,425, ,102,7102,8372, , , , , , , , , , 
2024-02-17 17:33:02.289 UTC, , , , , , , , , ,125,15552773,12406920, , ,803, ,16312, , , , , , , , , ,803,14, , , ,222,1,4, ,513, , , , , , , , , , , ,16295, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,40,73,1536504216,-1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,250, ,490, ,510,7192,8575, , , , , , , , , , 
2024-02-17 17:34:02.290 UTC, , , , , , , , , ,125,15611989,12466136, , ,808, ,15706, , , , , , , , , ,808,14, , , ,219,1,4, ,412, , , , , , , , , , , ,15696, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,53,88,1588863152,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,556, ,408,6578,8530, , , , , , , , , , 
2024-02-17 17:35:02.290 UTC, , , , , , , , , ,125,15650557,12504704, , ,809, ,14156, , , , , , , , , ,809,14, , , ,215,1,4, ,515, , , , , , , , , , , ,14143, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,60,89,1578490744,-1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,250, ,536, ,510,5525,8046, , , , , , , , , , 
2024-02-17 17:36:02.290 UTC, , , , , , , , , ,125,15689197,12543344, , ,810, ,11983, , , , , , , , , ,810,14, , , ,213,1,4, ,206, , , , , , , , , , , ,11977, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,54,70,1349924104,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,100, ,334, ,204,4902,6724, , , , , , , , , , 
2024-02-17 17:37:02.290 UTC, , , , , , , , , ,125,15820021,12674168, , ,820, ,11298, , , , , , , , , ,820,14, , , ,212,1,4, ,206, , , , , , , , , , , ,11294, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,53,66,1332896792,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,100, ,713, ,204,3923,6637, , , , , , , , , , 
2024-02-17 17:38:02.292 UTC, , , , , , , , , ,125,16001709,12855856, , ,835, ,17171, , , , , , , , , ,835,15, , , ,208,1,4, ,515, , , , , , , , , , , ,17158, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,72,100,2731526648,-1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,250, ,1307, ,510,6054,9747, , , , , , , , , , 
2024-02-17 17:39:02.293 UTC, , , , , , , , , ,125,16261189,13115336, , ,854, ,17460, , , , , , , , , ,854,16, , , ,205,1,4, ,412, , , , , , , , , , , ,17450, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,89,145,1472380424,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,1793, ,408,5625,9986, , , , , , , , , , 
2024-02-17 17:40:02.293 UTC, , , , , , , , , ,125,16355925,13210072, , ,859, ,17376, , , , , , , , , ,859,16, , , ,202,1,4, ,308, , , , , , , , , , , ,17366, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,91,159,1718544872,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,150, ,793, ,306,7134,9409, , , , , , , , , , 
2024-02-17 17:41:02.294 UTC, , , , , , , , , ,125,16630045,13484192, , ,881, ,17741, , , , , , , , , ,881,16, , , ,200,1,4, ,308, , , , , , , , , , , ,17735, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,92,164,1983929536,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,150, ,1746, ,306,5776,10173, , , , , , , , , , 
2024-02-17 17:42:02.295 UTC, , , , , , , , , ,125,16665821,13519968, , ,881, ,15350, , , , , , , , , ,881,17, , , ,198,1,4, ,309, , , , , , , , , , , ,15343, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,79,106,1906263784,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,150, ,419, ,306,7007,7899, , , , , , , , , , 
2024-02-17 17:43:02.296 UTC, , , , , , , , , ,125,16665965,13520112, , ,880, ,12887, , , , , , , , , ,880,17, , , ,195,1,4, ,411, , , , , , , , , , , ,12876, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,73,100,1790241048,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,282, ,408,5819,6748, , , , , , , , , , 
2024-02-17 17:44:02.296 UTC, , , , , , , , , ,125,16697253,13551400, , ,879, ,12685, , , , , , , , , ,879,17, , , ,191,1,4, ,515, , , , , , , , , , , ,12672, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,58,70,2030801000,-1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,250, ,520, ,510,5911,6207, , , , , , , , , , 
2024-02-17 17:45:02.297 UTC, , , , , , , , , ,125,16761701,13615848, , ,881, ,13191, , , , , , , , , ,881,17, , , ,190,1,4, ,103, , , , , , , , , , , ,13188, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,62,73,1717084432,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,50, ,426, ,102,6479,6273, , , , , , , , , , 
2024-02-17 17:46:02.298 UTC, , , , , , , , , ,125,16806989,13661136, , ,883, ,12114, , , , , , , , , ,883,17, , , ,187,1,4, ,411, , , , , , , , , , , ,12103, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,60,72,2121451008,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,403, ,408,5547,6123, , , , , , , , , , 
2024-02-17 17:47:02.299 UTC, , , , , , , , , ,125,16823013,13677160, , ,881, ,11708, , , , , , , , , ,881,17, , , ,184,1,4, ,309, , , , , , , , , , , ,11699, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,50,63,1833383088,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,150, ,292, ,306,5619,5766, , , , , , , , , , 
2024-02-17 17:48:02.300 UTC, , , , , , , , , ,125,16797077,13651224, , ,880, ,10337, , , , , , , , , ,880,17, , , ,181,1,4, ,514, , , , , , , , , , , ,10325, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,66,96,1763941528,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,250, ,194, ,510,5349,4752, , , , , , , , , , 
2024-02-17 17:49:02.301 UTC, , , , , , , , , ,125,16808693,13662840, , ,880, ,13230, , , , , , , , , ,880,17, , , ,178,1,4, ,309, , , , , , , , , , , ,13221, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,49,62,2018266544,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,150, ,294, ,306,8093,4810, , , , , , , , , , 
2024-02-17 17:50:02.302 UTC, , , , , , , , , ,125,16827797,13681944, , ,882, ,17255, , , , , , , , , ,882,17, , , ,175,1,4, ,412, , , , , , , , , , , ,17245, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,60,77,1992529592,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,375, ,408,11172,5669, , , , , , , , , , 
2024-02-17 17:51:02.303 UTC, , , , , , , , , ,125,16852389,13706536, , ,884, ,18209, , , , , , , , , ,884,17, , , ,173,1,4, ,206, , , , , , , , , , , ,18203, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,52,66,2216060248,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,100, ,318, ,204,12725,5143, , , , , , , , , , 
2024-02-17 17:52:02.303 UTC, , , , , , , , , ,125,16897045,13751192, , ,887, ,14966, , , , , , , , , ,887,17, , , ,172,1,4, ,205, , , , , , , , , , , ,14963, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,56,72,2104133536,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,100, ,372, ,204,9097,5481, , , , , , , , , , 
2024-02-17 17:53:02.303 UTC, , , , , , , , , ,125,16889405,13743552, , ,887, ,15400, , , , , , , , , ,887,17, , , ,167,1,4, ,617, , , , , , , , , , , ,15383, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,54,70,2056797696,-1, , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , ,300, ,370, ,612,10207,4762, , , , , , , , , , 
2024-02-17 17:54:02.304 UTC, , , , , , , , , ,125,16961765,13815912, , ,891, ,21341, , , , , , , , , ,891,16, , , ,165,1,4, ,410, , , , , , , , , , , ,21337, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,54,69,2221400160,-1, , , , , , , , , , ,3, ,1, , , , , , , , , , , , , , , , , , , , , , ,200, ,651, ,408,14728,5929, , , , , , , , , , 
2024-02-17 17:55:02.304 UTC, , , , , , , , , ,125,17124029,13978176, , ,905, ,29800, , , , , , , , , ,905,16, , , ,161,1,4, ,310, , , , , , , , , , , ,29792, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,69,90,1859080960,-1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,150, ,1119, ,306,21001,7632, , , , , , , , , , 
2024-02-17 17:56:02.304 UTC, , , , , , , , , ,125,17216149,14070296, , ,914, ,18280, , , , , , , , , ,914,16, , , ,161,1,4, , , , , , , , , , , , , ,18280, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,52,66,2111706040,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,489, , ,12501,5281, , , , , , , , , , 
